location,has_owner,owner,raw_material,is_coastal,has_river,river_size_1,river_size_2,river_size_3,river_size_4,river_size_5,adjacent_to_lake,development,population,pop_burghers,pop_clergy,pop_laborers,pop_nobles,pop_peasants,pop_slaves,pop_soldiers,pop_tribesmen,main_rgo_max_level,topography,vegetation,climate,location_rank,river,max_level_RGO_building_alum,level_RGO_building_alum,max_level_RGO_building_amber,level_RGO_building_amber,max_level_RGO_building_bad_sand,level_RGO_building_bad_sand,max_level_RGO_building_beeswax,level_RGO_building_beeswax,max_level_RGO_building_chili,level_RGO_building_chili,max_level_RGO_building_clay,level_RGO_building_clay,max_level_RGO_building_cloves,level_RGO_building_cloves,max_level_RGO_building_coal,level_RGO_building_coal,max_level_RGO_building_cocoa,level_RGO_building_cocoa,max_level_RGO_building_coffee,level_RGO_building_coffee,max_level_RGO_building_copper,level_RGO_building_copper,max_level_RGO_building_cotton,level_RGO_building_cotton,max_level_RGO_building_dyes,level_RGO_building_dyes,max_level_RGO_building_elephants,level_RGO_building_elephants,max_level_RGO_building_fiber_crops,level_RGO_building_fiber_crops,max_level_RGO_building_fish,level_RGO_building_fish,max_level_RGO_building_fruit,level_RGO_building_fruit,max_level_RGO_building_fur,level_RGO_building_fur,max_level_RGO_building_gems,level_RGO_building_gems,max_level_RGO_building_goods_gold,level_RGO_building_goods_gold,max_level_RGO_building_horses,level_RGO_building_horses,max_level_RGO_building_incense,level_RGO_building_incense,max_level_RGO_building_iron,level_RGO_building_iron,max_level_RGO_building_ivory,level_RGO_building_ivory,max_level_RGO_building_lead,level_RGO_building_lead,max_level_RGO_building_legumes,level_RGO_building_legumes,max_level_RGO_building_livestock,level_RGO_building_livestock,max_level_RGO_building_lumber,level_RGO_building_lumber,max_level_RGO_building_marble,level_RGO_building_marble,max_level_RGO_building_medicaments,level_RGO_building_medicaments,max_level_RGO_building_mercury,level_RGO_building_mercury,max_level_RGO_building_olives,level_RGO_building_olives,max_level_RGO_building_pearls,level_RGO_building_pearls,max_level_RGO_building_pepper,level_RGO_building_pepper,max_level_RGO_building_saffron,level_RGO_building_saffron,max_level_RGO_building_salt,level_RGO_building_salt,max_level_RGO_building_saltpeter,level_RGO_building_saltpeter,max_level_RGO_building_sand,level_RGO_building_sand,max_level_RGO_building_silk,level_RGO_building_silk,max_level_RGO_building_silver,level_RGO_building_silver,max_level_RGO_building_stone,level_RGO_building_stone,max_level_RGO_building_sugar,level_RGO_building_sugar,max_level_RGO_building_tea,level_RGO_building_tea,max_level_RGO_building_tin,level_RGO_building_tin,max_level_RGO_building_tobacco,level_RGO_building_tobacco,max_level_RGO_building_wheat,level_RGO_building_wheat,max_level_RGO_building_wild_game,level_RGO_building_wild_game,max_level_RGO_building_wine,level_RGO_building_wine,max_level_RGO_building_wool,level_RGO_building_wool,max_level_apothecary,level_apothecary,max_level_bog_iron_smelter,level_bog_iron_smelter,max_level_brewery,level_brewery,max_level_charcoal_maker,level_charcoal_maker,max_level_clay_pit,level_clay_pit,max_level_cloth_guild,level_cloth_guild,max_level_distillers_guild,level_distillers_guild,max_level_dyes_guild,level_dyes_guild,max_level_elephant_hunting_grounds,level_elephant_hunting_grounds,max_level_farming_village,level_farming_village,max_level_fiber_crops_farm,level_fiber_crops_farm,max_level_fine_cloth_guild,level_fine_cloth_guild,max_level_fishing_village,level_fishing_village,max_level_forest_village,level_forest_village,max_level_fruit_orchard,level_fruit_orchard,max_level_furniture_guild,level_furniture_guild,max_level_glass_guild,level_glass_guild,max_level_hand_cannon_guild,level_hand_cannon_guild,max_level_horse_breeders,level_horse_breeders,max_level_jewelry_guild,level_jewelry_guild,max_level_lacquerware_guild,level_lacquerware_guild,max_level_lumber_mill,level_lumber_mill,max_level_market_village,level_market_village,max_level_marketplace,level_marketplace,max_level_mason,level_mason,max_level_naval_supplies_guild,level_naval_supplies_guild,max_level_paper_guild,level_paper_guild,max_level_porcelain_guild,level_porcelain_guild,max_level_pottery_guild,level_pottery_guild,max_level_provisions_market,level_provisions_market,max_level_rural_clothmaker,level_rural_clothmaker,max_level_rural_glassmaker,level_rural_glassmaker,max_level_salt_collector,level_salt_collector,max_level_sand_pit,level_sand_pit,max_level_scriptorium,level_scriptorium,max_level_sheep_farms,level_sheep_farms,max_level_stone_quarry,level_stone_quarry,max_level_tannery,level_tannery,max_level_tar_kiln,level_tar_kiln,max_level_tools_guild,level_tools_guild,max_level_urban_amenities,level_urban_amenities,max_level_victualling_house,level_victualling_house,max_level_weapon_guild,level_weapon_guild,max_level_winery,level_winery,max_level_local_smelters,level_local_smelters,max_level_saltpeter_guild,level_saltpeter_guild,max_level_sawmill,level_sawmill,max_level_windmill,level_windmill
jiande,yes,CHI,stone,0,1,0,0,0,0,1,0,27,121.25967,0.03,0.60629,0.30002,0.30314,119.87021,0,0.15001,0,10.18709,hills,forest,humid_subtropical_climate,rural_settlement,5,,,,,3.1339,,,,,,3.1339,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3.1339,,,,,,,,,,,,,,,,,,,,,,,,,,10.18709,,,,,,,,,,,,3.1339,,,,,,,,,,,,10.76298,,,,,,,,,,,,,,,,,,,,10.76298,,,,,,,,,,,,,,,,,,10.76298,3,,,9.76298,,,,,,,,,,9.76298,,9.76298,,9.76298,,,,,,,,,,,,,,10.76298,,,,,,,,,,,,,,,,,,,
chunan,yes,CHI,lumber,0,1,1,0,0,0,0,0,26,156.72121,2.29998,1.97392,1.29999,1.52385,149.52347,0,0.1,0,6.02664,mountains,forest,humid_subtropical_climate,town,1,,,,,1.854,,,,,,1.854,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,6.02664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.854,,,,,,11.43606,,2,,11.43606,1,12.43606,,,,11.43606,2,11.43606,,11.43606,1,,,,,,,11.43606,2,,,,,,,11.43606,1,11.43606,,1,,,,11.43606,,11.43606,2,,,,,12.43606,3,11.43606,2,11.43606,,11.43606,2,11.43606,1,11.43606,2,11.43606,,,,,,,,,,11.43606,1,,,1.854,,11.43606,1,12.43606,,11.43606,1,7.35344,,15.33606,,11.43606,1,11.43606,1,,,,,,,,
suian,yes,CHI,dyes,0,1,1,0,0,0,0,0,25,78.06602,0,0.39032,0.20002,0.19516,77.18051,0,0.10001,0,9.63644,hills,forest,humid_subtropical_climate,rural_settlement,1,,,,,2.9645,,,,,,2.9645,,,,,,,,,,,,,,9.63644,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9645,,,,,,,,,,,,8.4033,,,,,,,,,,,,,,,,,,,,8.4033,2,,,,,,,,,,,,,,,,,8.4033,,,,7.4033,,,,,,,,,,7.4033,,7.4033,,7.4033,,,,,,,,,,2.9645,,,,8.4033,,,,,,,,,,,,,,,,,,,
tonglu,yes,CHI,wheat,0,1,0,0,1,0,0,0,26,94.55214,0.02,0.47276,0.20002,0.23637,93.52298,0,0.10001,0,9.91177,hills,forest,humid_subtropical_climate,rural_settlement,3,,,,,3.0492,,,,,,3.0492,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3.0492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.91177,,3.0492,,,,,,,,,,,,9.3276,,,,,,,,,,,,,,,,,,,,9.3276,,,,,,,,,,,,,,,,,,9.3276,2,,,8.3276,,,,,,,,,,8.3276,,8.3276,,8.3276,,,,,,,,,,3.0492,,,,9.3276,,,,,,,,,,,,,,,,,,1,
cupilco,yes,YOK,fish,1,1,0,0,0,0,1,0,5,140.87735,0.01,0.98614,0.29998,0.64395,57.10967,0,0.14999,81.67762,4.20532,wetlands,jungle,monsoon_climate,rural_settlement,5,,,,,1.299,,,,,,1.299,,,,,,,,,,,,,,,,,,,,4.20532,,,,,,,,,,,,,,,,,,,,,,,,1.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299,,,,,,,,1.732,,,,9.54386,,,,,,,,,,,,,,,,,,9.54386,2,9.54386,,,,,,,,,,,,,,,,,,9.54386,1,,,8.54386,,,,,,,,,,8.54386,,8.54386,,8.54386,,1.732,,,,,,,,,,,,9.54386,,,,,,,,,,,,,,,,,,,
baak,yes,XOL,amber,0,1,0,0,0,0,1,0,10,70.60838,0,0.50365,0.10001,0.25712,21.71885,0,0.05,47.97875,5.62096,flatland,jungle,rainforest_climate,rural_settlement,5,,,5.62096,,1.732,,,,,,1.732,,,,,,,,,,,,,,,,,,,,1,,1.732,,,,,,,,,,,,,,,,,,,,,,1.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.732,,,,,,,,,,,,6.53041,,,,,,,,,,,,,,,,,,,,6.53041,1,,,,,,,,,,,,,,,,,6.53041,,,,5.53041,,,,,,,,,,5.53041,,5.53041,,5.53041,,,,,,,,,,,,,,6.53041,,,,,,,,,,,,,,,,,,,
huehuetan,yes,KIC,salt,1,0,0,0,0,0,0,0,4,68.60199,0,0.41161,0.1,0.24009,27.76914,0,0.05,40.03115,4.86542,wetlands,forest,savanna_winter_climate,rural_settlement,none,,,,,1.1459,,,,,,1.1459,,,,,,,,,,,,,,,,,,,,1.1459,,,,,,,,,,,,,,,,,,,,,,,,1.1459,,,,,,,,,,,,,,,,4.86542,,,,,,,,,,,,,,,,,,,,,,1.1459,,,,,,,,1.50604,,,,4.83009,,,,,,,,,,,,,,,,,,4.83009,1,4.83009,,,,,,,,,,,,,,,,,,4.83009,,,,4.83009,,,,,,,,,,4.83009,,4.83009,,4.83009,,4.86542,,,,,,,,,,,,4.83009,,,,,,,,,,,,,,,,,,,
jaltenango,yes,MMM,tobacco,0,1,1,0,0,0,0,0,7,76.91088,0,0.46146,0.1,0.26918,34.35492,0,0.05,41.67532,4.49522,hills,forest,savanna_winter_climate,rural_settlement,1,,,,,1.39145,,,,,,1.39145,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.39145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49522,,,,1.39145,,,,,,,,,,,,6.54554,,,,,,,,,,,,,,,,,,,,6.54554,1,,,,,,,,,,,,,,,,,6.54554,,,,5.54554,,,,,,,,,,5.54554,,5.54554,,5.54554,,,,,,,,,,1.39145,,,,6.54554,,,,,,,,,,,,,,,,,,,
napinaica,yes,LAC,gems,0,1,0,0,1,0,0,0,8,110.92513,0.03,0.77647,0.29999,0.51916,49.72665,0,0.15,59.42286,6.94832,hills,forest,savanna_winter_climate,rural_settlement,3,,,,,1.5588,,,,,,1.5588,,,,,,,,,,,,,,,,,,,,1,,,,,,6.94832,,,,,,,,,,,,,,,,,,1.5588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5588,,,,,,,,,,,,8.34625,,,,,,,,,,,,,,,,,,,,8.34625,,,,,,,,,,,,,,,,,,8.34625,2,,,7.34625,,,,,,,,,,7.34625,,7.34625,,7.34625,,,,,,,,,,1.5588,,,,8.34625,,,,,,,,,,,,,,,,,,,
tonala_chiapas,yes,MMM,cotton,1,0,0,0,0,0,0,0,9,30.87759,0,0.15438,0,0.07719,7.39516,11.38606,0,11.8648,5.00872,flatland,forest,savanna_winter_climate,rural_settlement,none,,,,,1.5504,,,,,,1.5504,,,,,,,,,,,,5.00872,,,,,,,,1.5504,,,,,,,,,,,,,,,,,,,,,,,,1.5504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5504,,,,,,,,,,,,3.44387,,,,,,,,,,,,,,,,,,3.44387,,3.44387,,,,,,,,,,,,,,,,,,3.44387,,,,3.44387,,,,,,,,,,3.44387,,3.44387,,3.44387,,2.15424,,,,,,,,,,,,3.44387,,,,,,,,,,,,,,,,,,,
tila,yes,XOL,amber,0,0,0,0,0,0,0,0,5,18.33463,0,0.09166,0,0.04582,6.48189,0,0,11.71526,4.21571,mountains,forest,rainforest_climate,rural_settlement,none,,,4.21571,,1.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299,,,,,,,,1.732,,,,2.41673,,,,,,,,,,,,,,,,,,,,2.41673,,,,,,,,,,,,,,,,,,2.41673,,,,2.41673,,,,,,,,,,2.41673,,2.41673,,2.41673,,,,,,,,,,1.299,,,,2.41673,,,,,,,,,,,,,,,,,,,
pochutla,yes,XOL,clay,0,1,0,0,1,0,0,0,8,38.53193,0.01,0.23119,0.10001,0.13485,18.0784,0,0.05,19.92748,5.05886,hills,forest,monsoon_climate,rural_settlement,3,,,,,1.5588,,,,,,5.05886,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.5588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5588,,,,,,,,,,,,4.72659,,,,,,,,,,,,,,,,,,,,4.72659,,,,,,,,,,,,,,,,,,4.72659,1,,,3.72659,,,,,,,,,,3.72659,,3.72659,,3.72659,,,,,,,,,,1.5588,,,,4.72659,,,,,,,,,,,,,,,,,,,
zinacantan,yes,TZE,beeswax,0,1,1,0,0,0,0,0,6,28.94035,0.01,0.14469,0.10001,0.07234,9.27747,0,0.05,19.28584,4.48604,mountains,forest,monsoon_oceanic_climate,rural_settlement,1,,,,,1.3856,,4.48604,,,,1.3856,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.3856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3856,,,,,,,,1.87056,,,,4.04701,,,,,,,,,,,,,,,,,,,,4.04701,,,,,,,,,,,,,,,,,,4.04701,1,,,3.04701,,,,,,,,,,3.04701,,3.04701,,3.04701,,,,,,,,,,1.3856,,,,4.04701,,,,,,,,,,,,,,,,,,,
tenamitl,yes,LAC,amber,0,1,1,0,0,0,0,0,8,44.17226,0,0.26502,0.10001,0.1646,14.63517,0,0.05,28.95746,5.04314,plateau,forest,savanna_winter_climate,rural_settlement,1,,,5.04314,,1.5588,,,,,,1.5588,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.5588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5588,,,,,,,,,,,,5.00861,,,,,,,,,,,,,,,,,,,,5.00861,1,,,,,,,,,,,,,,,,,5.00861,,,,4.00861,,,,,,,,,,4.00861,,4.00861,,4.00861,,,,,,,,,,1.5588,,,,5.00861,,,,,,,,,,,,,,,,,,,
lakam_tun,yes,XOL,marble,0,1,1,0,0,0,0,0,6,28.67833,0.01,0.14338,0.10001,0.07169,13.13495,0,0.05,15.1683,4.49676,mountains,forest,monsoon_oceanic_climate,rural_settlement,1,,,,,1.3856,,,,,,1.3856,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.3856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3856,,,,,,,,1.87056,,,,4.03391,,,,,,,,,,,,,,,,,,,,4.03391,,,,,,,,,,,,,,,,,,4.03391,1,,,3.03391,,,,,,,,,,3.03391,,3.03391,,3.03391,,,,,,,,,,1.3856,,,,4.03391,,,,,,,,,,,,,,,,,,,
ocosingo,yes,XOL,lumber,0,1,1,0,0,0,0,0,6,9.76127,0,0.05856,0,0.03415,4.46836,0,0,5.2002,4.49676,mountains,forest,oceanic_climate,rural_settlement,1,,,,,1.3856,,,,,,1.3856,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4.49676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3856,,,,,,,,1.87056,,,,3.08806,,,,,,,,,,,,,,,,,,,,3.08806,,,,,,,,,,,,,,,,,,3.08806,,,,2.08806,,,,,,,,,,2.08806,,2.08806,,2.08806,,,,,,,,,,1.3856,,,,3.08806,,,,,,,,,,,,,,,,,,,
quechula,yes,TZE,dyes,0,1,0,0,1,0,0,0,6,94.36824,0.01,0.66058,0.29999,0.44465,35.91789,0,0.15,56.88513,4.48604,hills,jungle,rainforest_climate,rural_settlement,3,,,,,1.3856,,,,,,1.3856,,,,,,,,,,,,,,4.48604,,,,,,1,,1.3856,,,,,,,,,,,,,,,,,,,,,,1.3856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3856,,,,,,,,,,,,7.31841,,,,,,,,,,,,,,,,,,,,7.31841,2,,,,,,,,,,,,,,,,,7.31841,1,,,6.31841,,,,,,,,,,6.31841,,6.31841,,6.31841,,,,,,,,,,1.3856,,,,7.31841,,,,,,,,,,,,,,,,,,,
tamtoc,yes,TTC,fiber_crops,0,1,0,0,1,0,0,0,12,90.24085,0.02,0.63168,0.20001,0.41608,29.03685,0,0.1,59.83623,5.81736,flatland,woods,savanna_winter_climate,rural_settlement,3,,,,,1.8007,,1.8007,,,,1.8007,,,,,,,,,,,,,,,,,,5.81736,,1,,1.8007,,,,,,,,,,,,,,,,,,,,,,1.8007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8007,,,,,,,,,,,,7.71204,,,,,,,,,,,,,,,,,,,,7.71204,,,,,,,,,,,,,,,,,,7.71204,2,,,6.71204,,,,,,,,,,6.71204,,6.71204,,6.71204,,,,,,,,,,,,,,7.71204,,,,,,,,,,,,,,,,,,,
panuco,yes,MCC,fish,1,1,0,0,0,0,1,0,8,34.5126,0,0.24158,0.10001,0.1653,14.55236,0,0.05,19.40335,4.75964,wetlands,woods,savanna_winter_climate,rural_settlement,5,,,,,1.4733,,,,,,1.4733,,,,,,,,,,,,,,,,,,,,4.75964,,,,,,,,,,,,,,,,,,,,,,,,1.4733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4733,,,,,,,,2,,,,4.52563,,,,,,,,,,,,,,,,,,4.52563,,4.52563,1,,,,,,,,,,,,,,,,,4.52563,,,,3.52563,,,,,,,,,,3.52563,,3.52563,,3.52563,,2.02988,,,,,,,,,,,,4.52563,,,,,,,,,,,,,,,,,,,
ozuluama,yes,OZL,salt,1,1,1,0,0,0,0,0,8,51.75796,0.02,0.3623,0.20002,0.2429,14.99232,0,0.10001,35.84041,6.55774,flatland,jungle,savanna_winter_climate,rural_settlement,1,,,,,1.4733,,,,,,1.4733,,,,,,,,,,,,,,,,,,,,1,,1.4733,,,,,,,,,,,,,,,,,,,,,,1.4733,,,,,,,,,,,,,,,,6.55774,,,,,,,,,,,,,,,,,,,,,,1.4733,,,,,,,,,,,,5.38789,,,,,,,,,,,,,,,,,,5.38789,,5.38789,,,,,,,,,,,,,,,,,,5.38789,1,,,4.38789,,,,,,,,,,4.38789,,4.38789,,4.38789,,6.55774,,,,,,,,,,,,5.38789,,,,,,,,,,,,,,,,,,,
oxtlipan,yes,OXT,gems,0,1,0,0,0,0,1,0,10,66.08396,0,0.46257,0.10001,0.32737,24.04249,0,0.05,41.10152,7.40391,flatland,jungle,savanna_winter_climate,rural_settlement,5,,,,,1.637,,,,,,1.637,,,,,,,,,,,,,,,,,,,,1,,1.637,,,,7.40391,,,,,,,,,,,,,,,,,,1.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.637,,,,,,,,,,,,6.30419,,,,,,,,,,,,,,,,,,,,6.30419,1,,,,,,,,,,,,,,,,,6.30419,,,,5.30419,,,,,,,,,,5.30419,,5.30419,,5.30419,,,,,,,,,,,,,,6.30419,,,,,,,,,,,,,,,,,,,
tziuhcoac,yes,TZH,beeswax,0,1,0,0,1,0,0,0,9,51.26807,0.01,0.35887,0.10001,0.24069,23.48862,0,0.05,27.01988,5.02406,flatland,jungle,savanna_winter_climate,rural_settlement,3,,,,,1.55515,,5.02406,,,,1.55515,,,,,,,,,,,,,,,,,,,,1,,1.55515,,,,,,,,,,,,,,,,,,,,,,1.55515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55515,,,,,,,,,,,,5.4634,,,,,,,,,,,,,,,,,,,,5.4634,,,,,,,,,,,,,,,,,,5.4634,1,,,4.4634,,,,,,,,,,4.4634,,4.4634,,4.4634,,,,,,,,,,,,,,5.4634,,,,,,,,,,,,,,,,,,,
metztitlan,yes,MET,gems,0,1,0,0,0,0,1,0,8,62.99473,0.01,0.44095,0.20003,0.29347,23.02832,0,0.10001,38.92195,6.55774,mountains,forest,humid_subtropical_climate,rural_settlement,5,,,,,1.4733,,,,,,1.4733,,,,,,,,,,,,,,,,,,,,1,,,,,,6.55774,,,,,,,,,,,,,,,,,,1.4733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4733,,,,,,,,2,,,,5.94973,,,,,,,,,,,,,,,,,,,,5.94973,1,,,,,,,,,,,,,,,,,5.94973,1,,,4.94973,,,,,,,,,,4.94973,,4.94973,,4.94973,,,,,,,,,,1.4733,,,,5.94973,,,,,,,,,,,,,,,,,,,
tutotepec,yes,TUT,cotton,0,0,0,0,0,0,0,0,4,15.01926,0,0.10513,0,0.10759,5.02246,0,0,9.78408,3.69065,hills,jungle,humid_subtropical_climate,rural_settlement,none,,,,,1.1424,,,,,,,,,,,,,,,,,,3.69065,,,,,,,,,,1.1424,,,,,,,,,,,,,,,,,,,,,,1.1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1424,,,,,,,,,,,,2.15096,,,,,,,,,,,,,,,,,,,,2.15096,,,,,,,,,,,,,,,,,,2.15096,,,,2.15096,,,,,,,,,,2.15096,,2.15096,,2.15096,,,,,,,,,,1.1424,,,,2.15096,,,,,,,,,,,,,,,,,,,
huayacocotla,yes,HYC,dyes,0,0,0,0,0,0,0,0,4,34.41072,0,0.24087,0,0.19485,14.15468,0,0,19.82032,3.69065,hills,jungle,humid_subtropical_climate,rural_settlement,none,,,,,1.1424,,,,,,,,,,,,,,,,,,,,3.69065,,,,,,,,1.1424,,,,,,,,,,,,,,,,,,,,,,1.1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1424,,,,,,,,,,,,3.12053,,,,,,,,,,,,,,,,,,,,3.12053,,,,,,,,,,,,,,,,,,3.12053,,,,3.12053,,,,,,,,,,3.12053,,3.12053,,3.12053,,,,,,,,,,1.1424,,,,3.12053,,,,,,,,,,,,,,,,,,,
tetzapotitlan,yes,TZP,lumber,0,0,0,0,0,0,0,0,7,23.71707,0,0.16601,0,0.11672,8.17829,0,0,15.25605,4.48149,flatland,jungle,savanna_winter_climate,rural_settlement,none,,,,,1.3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3872,,,,,,,,,,,,,,,,,,,,,,4.48149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3872,,,,,,,,,,,,2.88585,,,,,,,,,,,,,,,,,,,,2.88585,,,,,,,,,,,,,,,,,,2.88585,,,,2.88585,,,,,,,,,,2.88585,,2.88585,,2.88585,,,,,,,,,,,,,,2.88585,,,,,,,,,,,,,,,,,,,
kerhiretarhu,yes,XIL,sand,0,0,0,0,0,0,0,0,6,69.72986,0.01,0.34865,0.09993,0.19431,23.71958,0,0.04997,45.30742,4.23079,mountains,sparse,cold_steppe_climate,rural_settlement,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23079,,,,,,,,,,,,,,,,,,,,,,1.3096,,,,1.76796,,,,,,,,,,,,,,,,5.08649,,,,,,,,,,,,,,,,,,,,,,,,,,5.08649,1,,,5.08649,,,,,,,,,,5.08649,,5.08649,,5.08649,,,,,,,,,,1.3096,,,,,,,,,,,,,,,,,,,,,,,
ixtachichimecapan,yes,XIL,livestock,0,0,0,0,0,0,0,0,8,34.86714,0,0.17434,0,0.09717,15.44974,0,0,19.14589,4.74511,plateau,sparse,cold_steppe_climate,rural_settlement,none,,,,,1.4688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4688,,,,,,,,,,,,,,,,,,,,3.54335,,1.4688,,,,,,,,,,,,,,,,,,,,,,,,3.54335,,,,3.54335,,,,,,,,,,3.54335,,3.54335,,3.54335,,,,,,,,,,1.4688,,,,,,,,,,,,,,,,,,,,,,,
xilotepec,yes,XIL,copper,0,1,1,0,0,0,0,0,10,45.07147,0.01,0.31549,0.10001,0.20281,21.30994,0,0.05,23.08322,7.40391,hills,grasslands,monsoon_oceanic_climate,rural_settlement,1,,,,,1.637,,1.637,,,,1.637,,,,,,,,,,7.40391,,,,,,,,,,1,,1.637,,,,,,,,,,,,,,,,,,,,1.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.637,,,,,,,,,,,,,,,,,,,,5.25357,,,,,,,,,,,,,,,,,,,,,,,,,,5.25357,1,,,4.25357,,,,,,,,,,4.25357,,4.25357,,4.25357,,,,,,,,,,1.637,,,,,,,,,,,,,,,,1,,,,,,,
cuauhtitlan,yes,TEP,cotton,0,1,1,0,0,0,0,1,10,66.6863,0.01,0.4001,0.10001,0.2434,23.17042,0,0.05,42.71237,5.28852,hills,grasslands,monsoon_oceanic_climate,rural_settlement,1,,,,,1.637,,1.637,,,,1.637,,,,,,,,,,,,5.28852,,,,,,,,1,,1.637,,,,,,,,,,,,,,,,,,,,1.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.637,,,,2,,,,,,,,,,,,,,,,6.33431,,,,,,,,,,,,,,,,,,,,,,,,,,6.33431,1,,,5.33431,,,,,,,,,,5.33431,,5.33431,,5.33431,,,,,,,,,,1.637,,,,,,,,,,,,,,,,,,,,,,,
tollan,yes,TEP,gems,0,1,1,0,0,0,0,0,9,24.61022,0.01,0.27307,0.10002,0.06152,7.42711,0,0.05001,16.68849,6.98082,plateau,sparse,monsoon_oceanic_climate,rural_settlement,1,,,,,1.55515,,,,,,1.55515,,,,,,,,,,,,,,,,,,,,1,,,,,,6.98082,,,,,,,,,,,,,,,,1.55515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55515,,,,,,,,,,,,,,,,,,,,4.13051,,1.55515,,,,,,,,,,,,,,,,,,,,,,,,4.13051,1,,,3.13051,,,,,,,,,,3.13051,,3.13051,,3.13051,,,,,,,,,,1.55515,,,,,,,,,,,,,,,,,,,,,,,
mixquiahuala,yes,AXO,livestock,0,1,1,0,0,0,0,0,8,37.49736,0,0.22498,0,0.14124,17.49721,0,0,19.63393,4.74511,hills,sparse,monsoon_oceanic_climate,rural_settlement,1,,,,,1.4688,,,,,,1.4688,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4.74511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4688,,,,,,,,,,,,,,,,,,,,4.67486,1,,,,,,,,,,,,,,,,,,,,,,,,,4.67486,,,,3.67486,,,,,,,,,,3.67486,,3.67486,,3.67486,,,,,,,,,,1.4688,,,,,,,,,,,,,,,,,,,,,,,
